origin,dest,year,month,carrier,passengers,seats,departures_performed,distance_miles
MCO,SEA,2025,1,DL,30045,39182,143,2550.6
MCO,SEA,2025,2,DL,33848,39744,138,2550.6
MCO,SEA,2025,3,DL,28898,31970,139,2550.6
MCO,SEA,2025,4,DL,23613,31460,143,2550.6
MCO,SEA,2025,5,DL,32221,38624,136,2550.6
MCO,SEA,2025,6,DL,33722,43429,137,2550.6
MCO,SEA,2025,7,DL,31727,35052,138,2550.6
MCO,SEA,2025,8,DL,27519,35028,139,2550.6
MCO,SEA,2025,9,DL,28136,34040,148,2550.6
MCO,SEA,2025,10,DL,27769,35496,136,2550.6
MCO,SEA,2025,11,DL,36357,47040,147,2550.6
MCO,SEA,2025,12,DL,30478,38367,147,2550.6
MCO,SEA,2026,1,DL,31224,38070,141,2550.6
MCO,SEA,2026,2,DL,35641,43035,151,2550.6
MCO,SEA,2026,3,DL,22504,29318,137,2550.6
MCO,SEA,2026,4,DL,27311,35611,149,2550.6
MCO,SEA,2026,5,DL,24546,32660,142,2550.6
MCO,SFO,2024,6,DL,33493,41606,142,2441.5
MCO,SFO,2024,7,DL,46231,55173,159,2441.5
MCO,SFO,2024,8,DL,25277,33154,121,2441.5
MCO,SFO,2024,9,DL,41241,45225,135,2441.5
MCO,SFO,2024,10,DL,28647,34121,149,2441.5
MCO,SFO,2024,11,DL,32304,38350,130,2441.5
MCO,SFO,2024,12,DL,35180,42024,136,2441.5
MCO,SFO,2025,1,DL,31247,40259,127,2441.5
MCO,SFO,2025,2,DL,23550,29318,137,2441.5
MCO,SFO,2025,3,DL,38327,48720,168,2441.5
MCO,SFO,2025,4,DL,20926,26445,129,2441.5
MCO,SFO,2025,5,DL,36235,40326,141,2441.5
MCO,SFO,2025,6,DL,37900,50840,155,2441.5
MCO,SFO,2025,7,DL,35015,38198,142,2441.5
MCO,SFO,2025,8,DL,38126,42117,139,2441.5
MCO,SFO,2025,9,DL,27795,32616,151,2441.5
MCO,SFO,2025,10,DL,29512,35960,145,2441.5
MCO,SFO,2025,11,DL,33550,43092,133,2441.5
MCO,SFO,2025,12,DL,25129,31302,141,2441.5
MCO,SFO,2026,1,DL,29218,36300,150,2441.5
MCO,SFO,2026,2,DL,22783,28704,138,2441.5
MCO,SFO,2026,3,DL,32454,47128,137,2441.5
MCO,SFO,2026,4,DL,23867,32160,134,2441.5
MCO,SFO,2026,5,DL,37808,43660,148,2441.5
MCO,TPA,2024,6,AA,7293,9159,129,80.9
MCO,TPA,2024,7,AA,7440,9849,147,80.9
MCO,TPA,2024,8,AA,6714,7950,150,80.9
MCO,TPA,2024,9,AA,7544,8370,135,80.9
MCO,TPA,2024,10,AA,8677,10138,137,80.9
MCO,TPA,2024,11,AA,6273,8107,121,80.9
MCO,TPA,2024,12,AA,8770,9804,129,80.9
MCO,TPA,2025,1,AA,6384,8432,124,80.9
MCO,TPA,2025,2,AA,6998,8960,128,80.9
MCO,TPA,2025,3,AA,7511,9100,130,80.9
MCO,TPA,2025,4,AA,6062,7205,131,80.9
MCO,TPA,2025,5,AA,7082,8107,121,80.9
MCO,TPA,2025,6,AA,6490,8118,123,80.9
MCO,TPA,2025,7,AA,5765,8190,126,80.9
MCO,TPA,2025,8,AA,9707,10716,141,80.9
MCO,TPA,2025,9,AA,5685,6864,132,80.9
MCO,TPA,2025,10,AA,6966,8073,117,80.9
MCO,TPA,2025,11,AA,5912,7450,149,80.9
MCO,TPA,2025,12,AA,5599,6318,117,80.9
MCO,TPA,2026,1,AA,5974,6996,132,80.9
MCO,TPA,2026,2,AA,5608,6732,132,80.9
MCO,TPA,2026,3,AA,5265,6018,118,80.9
MCO,TPA,2026,4,AA,6134,7728,138,80.9
MCO,TPA,2026,5,AA,8034,9600,128,80.9
MDW,CLT,2024,6,UA,3159,3596,29,584.2
MDW,CLT,2024,7,UA,3439,4710,30,584.2
MDW,CLT,2024,8,UA,3013,4032,28,584.2
MDW,CLT,2024,9,UA,3851,4676,28,584.2
MDW,CLT,2024,10,UA,3920,4752,33,584.2
MDW,CLT,2024,11,UA,3388,3720,30,584.2
MDW,CLT,2024,12,UA,3789,4544,32,584.2
MDW,CLT,2025,1,UA,3412,3844,31,584.2
MDW,CLT,2025,2,UA,4506,5568,32,584.2
MDW,CLT,2025,3,UA,3367,4380,30,584.2
MDW,CLT,2025,4,UA,3534,4212,27,584.2
MDW,CLT,2025,5,UA,4256,5180,35,584.2
MDW,CLT,2025,6,UA,4160,4650,31,584.2
MDW,CLT,2025,7,UA,3693,4544,32,584.2
MDW,CLT,2025,8,UA,3494,4587,33,584.2
MDW,CLT,2025,9,UA,3321,4059,33,584.2
MDW,CLT,2025,10,UA,3072,3696,28,584.2
MDW,CLT,2025,11,UA,4892,5508,34,584.2
MDW,CLT,2025,12,UA,3509,4379,29,584.2
MDW,CLT,2026,1,UA,3817,4726,34,584.2
MDW,CLT,2026,2,UA,4029,5115,33,584.2
MDW,CLT,2026,3,UA,3552,4158,33,584.2
MDW,CLT,2026,4,UA,4797,5440,32,584.2
MDW,CLT,2026,5,UA,4072,4433,31,584.2
MDW,DFW,2024,6,B6,4420,4557,31,797.3
MDW,DFW,2024,7,B6,2272,2967,23,797.3
MDW,DFW,2024,8,B6,3967,4564,28,797.3
MDW,DFW,2024,9,B6,3602,4611,29,797.3
MDW,DFW,2024,10,B6,2869,3900,26,797.3
MDW,DFW,2024,11,B6,3467,4424,28,797.3
MDW,DFW,2024,12,B6,2881,3429,27,797.3
MDW,DFW,2025,1,B6,3260,3948,28,797.3
MDW,DFW,2025,2,B6,2653,3192,24,797.3
MDW,DFW,2025,3,B6,2682,3302,26,797.3
MDW,DFW,2025,4,B6,3177,4060,29,797.3
MDW,DFW,2025,5,B6,3204,3645,27,797.3
MDW,DFW,2025,6,B6,3506,4325,25,797.3
MDW,DFW,2025,7,B6,2551,3224,26,797.3
MDW,DFW,2025,8,B6,3112,3645,27,797.3
MDW,DFW,2025,9,B6,2365,2976,24,797.3
MDW,DFW,2025,10,B6,3668,4374,27,797.3
MDW,DFW,2025,11,B6,3722,4284,28,797.3
MDW,DFW,2025,12,B6,3162,3900,26,797.3
MDW,DFW,2026,1,B6,2797,3510,26,797.3
MDW,DFW,2026,2,B6,2418,3483,27,797.3
MDW,DFW,2026,3,B6,3359,4563,27,797.3
MDW,DFW,2026,4,B6,3748,4239,27,797.3
MDW,DFW,2026,5,B6,3592,4424,28,797.3
MDW,DTW,2024,6,B6,897,1140,15,227.8
MDW,DTW,2024,7,B6,813,918,17,227.8
MDW,DTW,2024,8,B6,1022,1332,18,227.8
MDW,DTW,2024,9,B6,725,1008,18,227.8
MDW,DTW,2024,10,B6,922,1139,17,227.8
MDW,DTW,2024,11,B6,1067,1168,16,227.8
MDW,DTW,2024,12,B6,825,990,18,227.8
MDW,DTW,2025,1,B6,892,1037,17,227.8
MDW,DTW,2025,2,B6,696,928,16,227.8
MDW,DTW,2025,3,B6,638,864,16,227.8
MDW,DTW,2025,4,B6,722,1026,18,227.8
MDW,DTW,2025,5,B6,964,1206,18,227.8
MDW,DTW,2025,6,B6,790,950,19,227.8
MDW,DTW,2025,7,B6,854,1122,17,227.8
MDW,DTW,2025,8,B6,882,1088,16,227.8
MDW,DTW,2025,9,B6,666,880,16,227.8
MDW,DTW,2025,10,B6,658,884,17,227.8
MDW,DTW,2025,11,B6,948,1168,16,227.8
MDW,DTW,2025,12,B6,712,884,17,227.8
MDW,DTW,2026,1,B6,959,1136,16,227.8
MDW,DTW,2026,2,B6,1026,1139,17,227.8
MDW,DTW,2026,3,B6,844,1190,17,227.8
MDW,DTW,2026,4,B6,995,1278,18,227.8
MDW,DTW,2026,5,B6,1018,1292,17,227.8
MDW,LAX,2024,6,B6,947,1169,7,1747.0
MDW,LAX,2024,7,B6,932,1224,8,1747.0
MDW,LAX,2024,8,B6,1056,1309,7,1747.0
MDW,LAX,2024,9,B6,816,1050,7,1747.0
MDW,LAX,2024,10,B6,909,1092,7,1747.0
MDW,LAX,2024,11,B6,1047,1162,7,1747.0
MDW,LAX,2024,12,B6,988,1281,7,1747.0
MDW,LAX,2025,1,B6,1114,1274,7,1747.0
MDW,LAX,2025,2,B6,1120,1197,7,1747.0
MDW,LAX,2025,3,B6,1013,1288,7,1747.0
MDW,LAX,2025,4,B6,906,1092,7,1747.0
MDW,LAX,2025,5,B6,1280,1504,8,1747.0
MDW,LAX,2025,6,B6,1086,1472,8,1747.0
MDW,LAX,2025,7,B6,1226,1456,8,1747.0
MDW,LAX,2025,8,B6,1002,1240,8,1747.0
MDW,LAX,2025,9,B6,922,1204,7,1747.0
MDW,LAX,2025,10,B6,924,1050,7,1747.0
MDW,LAX,2025,11,B6,878,1148,7,1747.0
MDW,LAX,2025,12,B6,1008,1216,8,1747.0
MDW,LAX,2026,1,B6,889,1260,7,1747.0
MDW,LAX,2026,2,B6,944,1183,7,1747.0
MDW,LAX,2026,3,B6,1038,1190,7,1747.0
MDW,LAX,2026,4,B6,1310,1464,8,1747.0
MDW,LAX,2026,5,B6,1007,1368,8,1747.0
MDW,ORD,2024,6,DL,1526,2304,32,15.4
MDW,ORD,2024,7,DL,1457,1711,29,15.4
MDW,ORD,2024,8,DL,1258,1716,33,15.4
MDW,ORD,2024,9,DL,2155,2485,35,15.4
MDW,ORD,2024,10,DL,1564,2112,33,15.4
MDW,ORD,2024,11,DL,1861,2432,32,15.4
MDW,ORD,2024,12,DL,1596,1881,33,15.4
MDW,ORD,2025,1,DL,1600,1650,33,15.4
MDW,ORD,2025,2,DL,1486,1802,34,15.4
MDW,ORD,2025,3,DL,1534,1920,32,15.4
MDW,ORD,2025,4,DL,1529,2016,32,15.4
MDW,ORD,2025,5,DL,1424,1768,34,15.4
MDW,ORD,2025,6,DL,1532,2046,31,15.4
MDW,ORD,2025,7,DL,1802,2263,31,15.4
MDW,ORD,2025,8,DL,2229,2555,35,15.4
MDW,ORD,2025,9,DL,1626,1947,33,15.4
MDW,ORD,2025,10,DL,1174,1653,29,15.4
MDW,ORD,2025,11,DL,1697,2108,31,15.4
MDW,ORD,2025,12,DL,1569,2030,35,15.4
MDW,ORD,2026,1,DL,1366,1768,34,15.4
MDW,ORD,2026,2,DL,1938,2170,31,15.4
MDW,ORD,2026,3,DL,1389,1836,34,15.4
MDW,ORD,2026,4,DL,1607,1755,27,15.4
MDW,ORD,2026,5,DL,1990,2211,33,15.4
MDW,STL,2024,6,AA,374,464,8,251.1
MDW,STL,2024,7,AA,441,536,8,251.1
MDW,STL,2024,8,AA,341,448,8,251.1
MDW,STL,2024,9,AA,497,532,7,251.1
MDW,STL,2024,10,AA,420,600,8,251.1
MDW,STL,2024,11,AA,297,364,7,251.1
MDW,STL,2024,12,AA,409,525,7,251.1
MDW,STL,2025,1,AA,371,462,7,251.1
MDW,STL,2025,2,AA,310,371,7,251.1
MDW,STL,2025,3,AA,434,536,8,251.1
MDW,STL,2025,4,AA,338,416,8,251.1
MDW,STL,2025,5,AA,365,490,7,251.1
MDW,STL,2025,6,AA,501,592,8,251.1
MDW,STL,2025,7,AA,323,408,8,251.1
MDW,STL,2025,8,AA,336,416,8,251.1
MDW,STL,2025,9,AA,398,480,8,251.1
MDW,STL,2025,10,AA,397,464,8,251.1
MDW,STL,2025,11,AA,300,364,7,251.1
MDW,STL,2025,12,AA,431,520,8,251.1
MDW,STL,2026,1,AA,322,448,8,251.1
MDW,STL,2026,2,AA,416,536,8,251.1
MDW,STL,2026,3,AA,298,406,7,251.1
MDW,STL,2026,4,AA,344,448,7,251.1
MDW,STL,2026,5,AA,362,472,8,251.1
MHT,ATL,2024,6,NK,1049,1260,9,951.4
MHT,ATL,2024,7,NK,1212,1566,9,951.4
MHT,ATL,2024,8,NK,1403,1720,10,951.4
MHT,ATL,2024,9,NK,863,1116,9,951.4
MHT,ATL,2024,10,NK,1083,1200,8,951.4
MHT,ATL,2024,11,NK,1237,1377,9,951.4
MHT,ATL,2024,12,NK,1389,1640,10,951.4
MHT,ATL,2025,1,NK,1053,1296,8,951.4
MHT,ATL,2025,2,NK,893,1240,8,951.4
MHT,ATL,2025,3,NK,1049,1314,9,951.4
MHT,ATL,2025,4,NK,1050,1250,10,951.4
MHT,ATL,2025,5,NK,1134,1290,10,951.4
MHT,ATL,2025,6,NK,849,1125,9,951.4
MHT,ATL,2025,7,NK,870,1098,9,951.4
MHT,ATL,2025,8,NK,843,1232,8,951.4
MHT,ATL,2025,9,NK,1186,1314,9,951.4
MHT,ATL,2025,10,NK,1094,1350,9,951.4
MHT,ATL,2025,11,NK,1349,1610,10,951.4
MHT,ATL,2025,12,NK,1155,1287,9,951.4
MHT,ATL,2026,1,NK,1053,1270,10,951.4
MHT,ATL,2026,2,NK,1077,1305,9,951.4
MHT,ATL,2026,3,NK,1196,1512,9,951.4
MHT,ATL,2026,4,NK,1065,1206,9,951.4
MHT,ATL,2026,5,NK,1087,1359,9,951.4
MHT,BED,2024,6,AA,683,848,16,32.8
MHT,BED,2024,7,AA,1089,1216,16,32.8
MHT,BED,2024,8,AA,755,945,15,32.8
MHT,BED,2024,9,AA,793,1035,15,32.8
MHT,BED,2024,10,AA,870,976,16,32.8
MHT,BED,2024,11,AA,685,928,16,32.8
MHT,BED,2024,12,AA,663,840,15,32.8
MHT,BED,2025,1,AA,893,1125,15,32.8
MHT,BED,2025,2,AA,734,896,14,32.8
MHT,BED,2025,3,AA,462,650,13,32.8
MHT,BED,2025,4,AA,889,1020,15,32.8
MHT,BED,2025,5,AA,964,1050,15,32.8
MHT,BED,2025,6,AA,711,870,15,32.8
MHT,BED,2025,7,AA,713,825,15,32.8
MHT,BED,2025,8,AA,917,1080,15,32.8
MHT,BED,2025,9,AA,772,900,15,32.8
MHT,BED,2025,10,AA,615,840,15,32.8
MHT,BED,2025,11,AA,728,900,15,32.8
MHT,BED,2025,12,AA,717,816,16,32.8
MHT,BED,2026,1,AA,707,928,16,32.8
MHT,BED,2026,2,AA,892,1020,15,32.8
MHT,BED,2026,3,AA,782,1020,15,32.8
MHT,BED,2026,4,AA,569,765,15,32.8
MHT,BED,2026,5,AA,630,770,14,32.8
MHT,DEN,2024,6,AA,1973,2236,13,1724.5
MHT,DEN,2024,7,AA,1348,1680,10,1724.5
MHT,DEN,2024,8,AA,1826,2013,11,1724.5
MHT,DEN,2024,9,AA,1596,2076,12,1724.5
MHT,DEN,2024,10,AA,1562,1804,11,1724.5
MHT,DEN,2024,11,AA,1531,1920,12,1724.5
MHT,DEN,2024,12,AA,1658,1908,12,1724.5
MHT,DEN,2025,1,AA,1630,1760,11,1724.5
MHT,DEN,2025,2,AA,1186,1782,11,1724.5
MHT,DEN,2025,3,AA,1664,1815,11,1724.5
MHT,DEN,2025,4,AA,1427,1660,10,1724.5
MHT,DEN,2025,5,AA,1222,1694,11,1724.5
MHT,DEN,2025,6,AA,1224,1690,10,1724.5
MHT,DEN,2025,7,AA,1742,2232,12,1724.5
MHT,DEN,2025,8,AA,1342,1650,11,1724.5
MHT,DEN,2025,9,AA,1530,1716,11,1724.5
MHT,DEN,2025,10,AA,1474,1705,11,1724.5
MHT,DEN,2025,11,AA,1792,2052,12,1724.5
MHT,DEN,2025,12,AA,1322,1870,10,1724.5
MHT,DEN,2026,1,AA,1330,1566,9,1724.5
MHT,DEN,2026,2,AA,1439,1824,12,1724.5
MHT,DEN,2026,3,AA,1544,1760,11,1724.5
MHT,DEN,2026,4,AA,1538,1860,12,1724.5
MHT,DEN,2026,5,AA,1780,2024,11,1724.5
MHT,DFW,2024,6,B6,1411,1674,9,1549.9
MHT,DFW,2024,7,B6,1014,1494,9,1549.9
MHT,DFW,2024,8,B6,1009,1377,9,1549.9
MHT,DFW,2024,9,B6,1393,1690,10,1549.9
MHT,DFW,2024,10,B6,1308,1584,9,1549.9
MHT,DFW,2024,11,B6,1135,1510,10,1549.9
MHT,DFW,2024,12,B6,1386,1593,9,1549.9
MHT,DFW,2025,1,B6,1274,1440,9,1549.9
MHT,DFW,2025,2,B6,1389,1674,9,1549.9
MHT,DFW,2025,3,B6,1544,1630,10,1549.9
MHT,DFW,2025,4,B6,1112,1584,9,1549.9
MHT,DFW,2025,5,B6,1446,1810,10,1549.9
MHT,DFW,2025,6,B6,1221,1539,9,1549.9
MHT,DFW,2025,7,B6,1536,1980,11,1549.9
MHT,DFW,2025,8,B6,1369,1638,9,1549.9
MHT,DFW,2025,9,B6,1543,1670,10,1549.9
MHT,DFW,2025,10,B6,1209,1377,9,1549.9
MHT,DFW,2025,11,B6,1196,1620,9,1549.9
MHT,DFW,2025,12,B6,1417,1850,10,1549.9
MHT,DFW,2026,1,B6,1467,1740,10,1549.9
MHT,DFW,2026,2,B6,1413,1880,10,1549.9
MHT,DFW,2026,3,B6,1495,1800,10,1549.9
MHT,DFW,2026,4,B6,1223,1504,8,1549.9
MHT,DFW,2026,5,B6,1465,1900,10,1549.9
MHT,PSM,2024,6,DL,435,504,9,32.5
MHT,PSM,2024,7,DL,489,522,9,32.5
MHT,PSM,2024,8,DL,442,513,9,32.5
MHT,PSM,2024,9,DL,418,528,8,32.5
MHT,PSM,2024,10,DL,455,612,9,32.5
MHT,PSM,2024,11,DL,429,495,9,32.5
MHT,PSM,2024,12,DL,407,464,8,32.5
MHT,PSM,2025,1,DL,497,584,8,32.5
MHT,PSM,2025,2,DL,515,648,9,32.5
MHT,PSM,2025,3,DL,410,504,9,32.5
MHT,PSM,2025,4,DL,402,486,9,32.5
MHT,PSM,2025,5,DL,353,495,9,32.5
MHT,PSM,2025,6,DL,416,513,9,32.5
MHT,PSM,2025,7,DL,449,600,8,32.5
MHT,PSM,2025,8,DL,352,504,8,32.5
MHT,PSM,2025,9,DL,432,513,9,32.5
MHT,PSM,2025,10,DL,431,549,9,32.5
MHT,PSM,2025,11,DL,397,495,9,32.5
MHT,PSM,2025,12,DL,466,594,9,32.5
MHT,PSM,2026,1,DL,365,440,8,32.5
MHT,PSM,2026,2,DL,483,603,9,32.5
MHT,PSM,2026,3,DL,343,513,9,32.5
MHT,PSM,2026,4,DL,510,621,9,32.5
MHT,PSM,2026,5,DL,545,657,9,32.5
MIA,ACK,2024,6,NK,12119,13875,75,1217.6
MIA,ACK,2024,7,NK,9506,11700,78,1217.6
MIA,ACK,2024,8,NK,11618,14586,78,1217.6
MIA,ACK,2024,9,NK,10711,13160,70,1217.6
MIA,ACK,2024,10,NK,9010,12012,78,1217.6
MIA,ACK,2024,11,NK,12373,15555,85,1217.6
MIA,ACK,2024,12,NK,11347,14276,86,1217.6
MIA,ACK,2025,1,NK,10274,12008,76,1217.6
MIA,ACK,2025,2,NK,10713,13468,74,1217.6
MIA,ACK,2025,3,NK,13853,15390,81,1217.6
MIA,ACK,2025,4,NK,11002,13770,81,1217.6
MIA,ACK,2025,5,NK,11736,14615,79,1217.6
MIA,ACK,2025,6,NK,13033,14616,84,1217.6
MIA,ACK,2025,7,NK,10905,15147,81,1217.6
MIA,ACK,2025,8,NK,13018,14857,83,1217.6
MIA,ACK,2025,9,NK,10837,13527,81,1217.6
MIA,ACK,2025,10,NK,12093,14080,80,1217.6
MIA,ACK,2025,11,NK,12529,15792,84,1217.6
MIA,ACK,2025,12,NK,11849,15624,84,1217.6
MIA,ACK,2026,1,NK,13709,14985,81,1217.6
MIA,ACK,2026,2,NK,11003,12240,80,1217.6
MIA,ACK,2026,3,NK,11466,15397,89,1217.6
MIA,ACK,2026,4,NK,11715,13122,81,1217.6
MIA,ACK,2026,5,NK,11192,12462,67,1217.6
MIA,ATL,2024,6,AA,16569,20336,164,595.8
MIA,ATL,2024,7,AA,16678,20520,135,595.8
MIA,ATL,2024,8,AA,14902,19398,159,595.8
MIA,ATL,2024,9,AA,16207,18720,144,595.8
MIA,ATL,2024,10,AA,18665,24000,160,595.8
MIA,ATL,2024,11,AA,18691,22648,149,595.8
MIA,ATL,2024,12,AA,17819,20790,154,595.8
MIA,ATL,2025,1,AA,14030,16560,138,595.8
MIA,ATL,2025,2,AA,15571,18900,150,595.8
MIA,ATL,2025,3,AA,16771,19558,154,595.8
MIA,ATL,2025,4,AA,18828,22935,165,595.8
MIA,ATL,2025,5,AA,16817,20687,151,595.8
MIA,ATL,2025,6,AA,18972,23226,158,595.8
MIA,ATL,2025,7,AA,15707,19995,155,595.8
MIA,ATL,2025,8,AA,15307,19584,136,595.8
MIA,ATL,2025,9,AA,17605,22046,146,595.8
MIA,ATL,2025,10,AA,13158,17097,139,595.8
MIA,ATL,2025,11,AA,14115,18000,150,595.8
MIA,ATL,2025,12,AA,15472,17880,149,595.8
MIA,ATL,2026,1,AA,17112,20829,159,595.8
MIA,ATL,2026,2,AA,22482,27030,170,595.8
MIA,ATL,2026,3,AA,14890,19596,142,595.8
MIA,ATL,2026,4,AA,21396,25596,158,595.8
MIA,ATL,2026,5,AA,19166,27720,168,595.8
MIA,BID,2024,6,AA,15503,16214,134,1173.2
MIA,BID,2024,7,AA,18963,22575,129,1173.2
MIA,BID,2024,8,AA,14781,16786,109,1173.2
MIA,BID,2024,9,AA,14859,17248,112,1173.2
MIA,BID,2024,10,AA,16425,20352,128,1173.2
MIA,BID,2024,11,AA,18919,21336,127,1173.2
MIA,BID,2024,12,AA,12896,15128,122,1173.2
MIA,BID,2025,1,AA,17371,18513,121,1173.2
MIA,BID,2025,2,AA,15028,17931,139,1173.2
MIA,BID,2025,3,AA,16667,19140,110,1173.2
MIA,BID,2025,4,AA,12243,14036,116,1173.2
MIA,BID,2025,5,AA,14558,17536,128,1173.2
MIA,BID,2025,6,AA,18872,20358,117,1173.2
MIA,BID,2025,7,AA,12618,17400,116,1173.2
MIA,BID,2025,8,AA,16346,17020,115,1173.2
MIA,BID,2025,9,AA,12206,14640,120,1173.2
MIA,BID,2025,10,AA,12644,17472,112,1173.2
MIA,BID,2025,11,AA,19051,20956,124,1173.2
MIA,BID,2025,12,AA,13319,14464,113,1173.2
MIA,BID,2026,1,AA,18189,20881,133,1173.2
MIA,BID,2026,2,AA,15924,18032,112,1173.2
MIA,BID,2026,3,AA,13229,15960,114,1173.2
MIA,BID,2026,4,AA,19470,21970,130,1173.2
MIA,BID,2026,5,AA,14289,17160,110,1173.2
MIA,BNA,2024,6,WN,12642,15352,101,807.3
MIA,BNA,2024,7,WN,10510,14464,113,807.3
MIA,BNA,2024,8,WN,12558,14504,98,807.3
MIA,BNA,2024,9,WN,12404,15370,106,807.3
MIA,BNA,2024,10,WN,13071,14848,116,807.3
MIA,BNA,2024,11,WN,13445,17172,106,807.3
MIA,BNA,2024,12,WN,12841,16240,112,807.3
MIA,BNA,2025,1,WN,13094,16950,113,807.3
MIA,BNA,2025,2,WN,15902,19920,120,807.3
MIA,BNA,2025,3,WN,13448,17278,106,807.3
MIA,BNA,2025,4,WN,13760,15372,122,807.3
MIA,BNA,2025,5,WN,11491,13832,104,807.3
MIA,BNA,2025,6,WN,10979,13440,112,807.3
MIA,BNA,2025,7,WN,11419,12928,101,807.3
MIA,BNA,2025,8,WN,12139,15207,111,807.3
MIA,BNA,2025,9,WN,14451,18592,112,807.3
MIA,BNA,2025,10,WN,13019,14672,112,807.3
MIA,BNA,2025,11,WN,13035,15873,111,807.3
MIA,BNA,2025,12,WN,13370,15510,110,807.3
MIA,BNA,2026,1,WN,12580,16160,101,807.3
MIA,BNA,2026,2,WN,11301,13284,108,807.3
MIA,BNA,2026,3,WN,12800,14076,102,807.3
MIA,BNA,2026,4,WN,11315,13482,107,807.3
MIA,BNA,2026,5,WN,13089,15622,107,807.3
MIA,FLL,2024,6,NK,7914,9633,169,20.9
MIA,FLL,2024,7,NK,10597,12250,175,20.9
MIA,FLL,2024,8,NK,9239,11560,170,20.9
MIA,FLL,2024,9,NK,6527,7650,153,20.9
MIA,FLL,2024,10,NK,6621,8109,159,20.9
MIA,FLL,2024,11,NK,8190,10790,166,20.9
MIA,FLL,2024,12,NK,9163,12024,167,20.9
MIA,FLL,2025,1,NK,9860,11102,182,20.9
MIA,FLL,2025,2,NK,9958,11218,158,20.9
MIA,FLL,2025,3,NK,7440,9576,171,20.9
MIA,FLL,2025,4,NK,9273,13050,174,20.9
MIA,FLL,2025,5,NK,10480,12024,167,20.9
MIA,FLL,2025,6,NK,9228,11470,155,20.9
MIA,FLL,2025,7,NK,9045,10726,173,20.9
MIA,FLL,2025,8,NK,7627,9912,168,20.9
MIA,FLL,2025,9,NK,10250,11765,181,20.9
MIA,FLL,2025,10,NK,9139,11025,175,20.9
MIA,FLL,2025,11,NK,8817,10494,159,20.9
MIA,FLL,2025,12,NK,8222,11392,178,20.9
MIA,FLL,2026,1,NK,9956,10824,164,20.9
MIA,FLL,2026,2,NK,7594,8960,160,20.9
MIA,FLL,2026,3,NK,9094,11304,157,20.9
MIA,FLL,2026,4,NK,7354,9360,156,20.9
MIA,FLL,2026,5,NK,10665,13986,189,20.9
MIA,IAD,2024,6,UA,13978,18126,114,923.3
MIA,IAD,2024,7,UA,11226,14238,113,923.3
MIA,IAD,2024,8,UA,15077,17500,125,923.3
MIA,IAD,2024,9,UA,14469,15525,115,923.3
MIA,IAD,2024,10,UA,16766,18860,115,923.3
MIA,IAD,2024,11,UA,14912,19781,131,923.3
MIA,IAD,2024,12,UA,13641,16560,120,923.3
MIA,IAD,2025,1,UA,11906,15196,116,923.3
MIA,IAD,2025,2,UA,14361,18720,117,923.3
MIA,IAD,2025,3,UA,11686,13908,114,923.3
MIA,IAD,2025,4,UA,15389,17272,127,923.3
MIA,IAD,2025,5,UA,17275,20862,122,923.3
MIA,IAD,2025,6,UA,14757,21798,126,923.3
MIA,IAD,2025,7,UA,16227,18870,111,923.3
MIA,IAD,2025,8,UA,10915,14760,120,923.3
MIA,IAD,2025,9,UA,13369,19140,116,923.3
MIA,IAD,2025,10,UA,14405,19038,114,923.3
MIA,IAD,2025,11,UA,14282,17343,123,923.3
MIA,IAD,2025,12,UA,13392,17415,129,923.3
MIA,IAD,2026,1,UA,16020,20862,122,923.3
MIA,IAD,2026,2,UA,16557,20864,128,923.3
MIA,IAD,2026,3,UA,14123,18207,119,923.3
MIA,IAD,2026,4,UA,15927,18094,109,923.3
MIA,IAD,2026,5,UA,11188,14824,109,923.3
MIA,LAS,2024,6,UA,19190,23989,149,2171.2
MIA,LAS,2024,7,UA,23498,27946,157,2171.2
MIA,LAS,2024,8,UA,24470,29280,160,2171.2
MIA,LAS,2024,9,UA,25547,29295,155,2171.2
MIA,LAS,2024,10,UA,17746,22194,137,2171.2
MIA,LAS,2024,11,UA,25026,29302,161,2171.2
MIA,LAS,2024,12,UA,22936,26235,159,2171.2
MIA,LAS,2025,1,UA,23509,27156,146,2171.2
MIA,LAS,2025,2,UA,23904,26522,149,2171.2
MIA,LAS,2025,3,UA,17253,22197,147,2171.2
MIA,LAS,2025,4,UA,21298,26533,169,2171.2
MIA,LAS,2025,5,UA,20393,27150,150,2171.2
MIA,LAS,2025,6,UA,20518,22101,139,2171.2
MIA,LAS,2025,7,UA,23832,27825,159,2171.2
MIA,LAS,2025,8,UA,17668,21646,137,2171.2
MIA,LAS,2025,9,UA,20563,28026,162,2171.2
MIA,LAS,2025,10,UA,21876,24327,159,2171.2
MIA,LAS,2025,11,UA,17079,23184,138,2171.2
MIA,LAS,2025,12,UA,20308,24492,157,2171.2
MIA,LAS,2026,1,UA,18072,23712,156,2171.2
MIA,LAS,2026,2,UA,15565,20856,132,2171.2
MIA,LAS,2026,3,UA,18547,25092,153,2171.2
MIA,LAS,2026,4,UA,21755,27072,144,2171.2
MIA,LAS,2026,5,UA,19306,24795,145,2171.2
MIA,LAX,2024,6,B6,18898,22263,123,2338.0
MIA,LAX,2024,7,B6,17096,24030,135,2338.0
MIA,LAX,2024,8,B6,18830,23994,129,2338.0
MIA,LAX,2024,9,B6,18694,20020,130,2338.0
